produto,ano_mes,volume,ano,mes
Laminados / Rolled Products,2016_abr,309.046,2016,abr
Planos / Flat Products,2016_abr,198.036,2016,abr
Longos / Long Products,2016_abr,111.01,2016,abr
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_abr,578.96,2016,abr
Placas / Slabs,2016_abr,505.077,2016,abr
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_abr,73.883,2016,abr
Laminados / Rolled Products,2016_abr,410.42500000000007,2016,abr
Planos / Flat Products,2016_abr,267.58000000000004,2016,abr
Longos / Long Products,2016_abr,142.845,2016,abr
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_abr,601.201,2016,abr
Placas / Slabs,2016_abr,560.734,2016,abr
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_abr,40.467,2016,abr
Total (Mil t / Thousand Tonnes),2016_abr,1011.6260000000001,2016,abr
(US$ Milhões / US$ Millions),2016_abr,383.0,2016,abr
Laminados / Rolled Products,2016_abr,110.66,2016,abr
Planos / Flat Products,2016_abr,66.273,2016,abr
Longos / Long Products,2016_abr,44.387,2016,abr
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_abr,1.606,2016,abr
Total (Mil t / Thousand Tonnes),2016_abr,112.26599999999999,2016,abr
(US$ Milhões / US$ Millions),2016_abr,126.0,2016,abr
Consumo Aparente / Apparent Consumption (***),2016_abr,1515.812,2016,abr
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2016_abr,811.214,2016,abr
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2016_abr,704.598,2016,abr
Aço Bruto / Crude Steel,2016_mai,2612.378,2016,mai
Laminados / Rolled Products (*),2016_mai,1744.087,2016,mai
Planos / Flat Products,2016_mai,916.127,2016,mai
Longos / Long Products,2016_mai,827.96,2016,mai
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2016_mai,805.346,2016,mai
Placas / Slabs,2016_mai,713.708,2016,mai
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_mai,91.638,2016,mai
Ferro-Gusa / Pig Iron,2016_mai,2115.0,2016,mai
Vendas Internas / Domestic Sales (*),2016_mai,1390.6039999999998,2016,mai
Laminados / Rolled Products,2016_mai,1359.4769999999999,2016,mai
Planos / Flat Products,2016_mai,754.8489999999999,2016,mai
Longos / Long Products,2016_mai,604.6279999999999,2016,mai
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_mai,31.127000000000002,2016,mai
Placas / Slabs,2016_mai,14.056,2016,mai
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_mai,17.071,2016,mai
Vendas Externas / Foreign Market (**),2016_mai,1217.086,2016,mai
Laminados / Rolled Products,2016_mai,372.68399999999997,2016,mai
Planos / Flat Products,2016_mai,221.495,2016,mai
Longos / Long Products,2016_mai,151.189,2016,mai
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_mai,844.402,2016,mai
Placas / Slabs,2016_mai,763.566,2016,mai
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_mai,80.836,2016,mai
Laminados / Rolled Products,2016_mai,325.29200000000003,2016,mai
Planos / Flat Products,2016_mai,184.72,2016,mai
Longos / Long Products,2016_mai,140.572,2016,mai
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_mai,876.143,2016,mai
Placas / Slabs,2016_mai,837.379,2016,mai
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_mai,38.764,2016,mai
Total (Mil t / Thousand Tonnes),2016_mai,1201.435,2016,mai
(US$ Milhões / US$ Millions),2016_mai,443.0,2016,mai
Laminados / Rolled Products,2016_mai,166.22000000000003,2016,mai
Planos / Flat Products,2016_mai,71.134,2016,mai
Longos / Long Products,2016_mai,95.08600000000001,2016,mai
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_mai,2.415,2016,mai
Total (Mil t / Thousand Tonnes),2016_mai,168.63500000000002,2016,mai
(US$ Milhões / US$ Millions),2016_mai,155.0,2016,mai
Consumo Aparente / Apparent Consumption (***),2016_mai,1559.664,2016,mai
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2016_mai,840.836,2016,mai
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2016_mai,718.828,2016,mai
Aço Bruto / Crude Steel,2016_jun,2576.69,2016,jun
Laminados / Rolled Products (*),2016_jun,1789.824,2016,jun
Planos / Flat Products,2016_jun,969.087,2016,jun
Longos / Long Products,2016_jun,820.737,2016,jun
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2016_jun,706.315,2016,jun
Placas / Slabs,2016_jun,578.23,2016,jun
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_jun,128.085,2016,jun
Ferro-Gusa / Pig Iron,2016_jun,2149.622,2016,jun
Vendas Internas / Domestic Sales (*),2016_jun,1508.923,2016,jun
Laminados / Rolled Products,2016_jun,1471.127,2016,jun
Planos / Flat Products,2016_jun,815.221,2016,jun
Longos / Long Products,2016_jun,655.906,2016,jun
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_jun,37.796,2016,jun
Placas / Slabs,2016_jun,18.373,2016,jun
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_jun,19.423,2016,jun
Vendas Externas / Foreign Market (**),2016_jun,1103.175,2016,jun
Laminados / Rolled Products,2016_jun,439.557,2016,jun
Planos / Flat Products,2016_jun,227.071,2016,jun
Longos / Long Products,2016_jun,212.486,2016,jun
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_jun,663.6179999999999,2016,jun
Placas / Slabs,2016_jun,582.385,2016,jun
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_jun,81.233,2016,jun
Laminados / Rolled Products,2016_jun,461.14700000000005,2016,jun
Planos / Flat Products,2016_jun,262.69800000000004,2016,jun
Longos / Long Products,2016_jun,198.449,2016,jun
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_jun,752.935,2016,jun
Placas / Slabs,2016_jun,731.524,2016,jun
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_jun,21.411,2016,jun
Total (Mil t / Thousand Tonnes),2016_jun,1214.0819999999999,2016,jun
(US$ Milhões / US$ Millions),2016_jun,534.0,2016,jun
Laminados / Rolled Products,2016_jun,90.08700000000002,2016,jun
Planos / Flat Products,2016_jun,46.39000000000001,2016,jun
Longos / Long Products,2016_jun,43.697,2016,jun
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_jun,2.316,2016,jun
Total (Mil t / Thousand Tonnes),2016_jun,92.40300000000002,2016,jun
(US$ Milhões / US$ Millions),2016_jun,104.0,2016,jun
Consumo Aparente / Apparent Consumption (***),2016_jun,1601.469,2016,jun
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2016_jun,880.284,2016,jun
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2016_jun,721.185,2016,jun
Aço Bruto / Crude Steel,2016_jul,2841.267,2016,jul
Laminados / Rolled Products (*),2016_jul,1929.252,2016,jul
Planos / Flat Products,2016_jul,1111.316,2016,jul
Longos / Long Products,2016_jul,817.936,2016,jul
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2016_jul,777.035,2016,jul
Placas / Slabs,2016_jul,676.834,2016,jul
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_jul,100.201,2016,jul
Ferro-Gusa / Pig Iron,2016_jul,2361.876,2016,jul
Vendas Internas / Domestic Sales (*),2016_jul,1415.103,2016,jul
Laminados / Rolled Products,2016_jul,1374.105,2016,jul
Planos / Flat Products,2016_jul,781.198,2016,jul
Longos / Long Products,2016_jul,592.9069999999999,2016,jul
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_jul,40.998,2016,jul
Placas / Slabs,2016_jul,19.182,2016,jul
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_jul,21.816,2016,jul
Vendas Externas / Foreign Market (**),2016_jul,963.053,2016,jul
Laminados / Rolled Products,2016_jul,407.63,2016,jul
Planos / Flat Products,2016_jul,242.637,2016,jul
Longos / Long Products,2016_jul,164.993,2016,jul
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_jul,555.423,2016,jul
Placas / Slabs,2016_jul,466.846,2016,jul
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_jul,88.577,2016,jul
Laminados / Rolled Products,2016_jul,382.672,2016,jul
Planos / Flat Products,2016_jul,198.489,2016,jul
Longos / Long Products,2016_jul,184.18300000000002,2016,jul
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_jul,513.412,2016,jul
Placas / Slabs,2016_jul,474.944,2016,jul
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_jul,38.468,2016,jul
Total (Mil t / Thousand Tonnes),2016_jul,896.0840000000001,2016,jul
(US$ Milhões / US$ Millions),2016_jul,403.0,2016,jul
Laminados / Rolled Products,2016_jul,110.63999999999999,2016,jul
Planos / Flat Products,2016_jul,61.236999999999995,2016,jul
Longos / Long Products,2016_jul,49.403,2016,jul
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_jul,0.865,2016,jul
Total (Mil t / Thousand Tonnes),2016_jul,111.50499999999998,2016,jul
(US$ Milhões / US$ Millions),2016_jul,132.0,2016,jul
Consumo Aparente / Apparent Consumption (***),2016_jul,1526.651,2016,jul
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2016_jul,861.816,2016,jul
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2016_jul,664.835,2016,jul
Aço Bruto / Crude Steel,2016_ago,2960.9700000000003,2016,ago
Laminados / Rolled Products (*),2016_ago,1902.5410000000002,2016,ago
Planos / Flat Products,2016_ago,1072.652,2016,ago
Longos / Long Products,2016_ago,829.889,2016,ago
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2016_ago,925.698,2016,ago
Placas / Slabs,2016_ago,821.081,2016,ago
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_ago,104.617,2016,ago
Ferro-Gusa / Pig Iron,2016_ago,2391.591,2016,ago
Vendas Internas / Domestic Sales (*),2016_ago,1505.2640000000001,2016,ago
Laminados / Rolled Products,2016_ago,1463.836,2016,ago
Planos / Flat Products,2016_ago,845.085,2016,ago
Longos / Long Products,2016_ago,618.751,2016,ago
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_ago,41.428,2016,ago
Placas / Slabs,2016_ago,19.395,2016,ago
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_ago,22.033,2016,ago
Vendas Externas / Foreign Market (**),2016_ago,1026.91,2016,ago
Laminados / Rolled Products,2016_ago,338.913,2016,ago
Planos / Flat Products,2016_ago,198.169,2016,ago
Longos / Long Products,2016_ago,140.744,2016,ago
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_ago,687.9970000000001,2016,ago
Placas / Slabs,2016_ago,625.71,2016,ago
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_ago,62.287,2016,ago
Laminados / Rolled Products,2016_ago,394.95400000000006,2016,ago
Planos / Flat Products,2016_ago,223.473,2016,ago
Longos / Long Products,2016_ago,171.48100000000002,2016,ago
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_ago,744.9010000000001,2016,ago
Placas / Slabs,2016_ago,717.946,2016,ago
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_ago,26.955,2016,ago
Total (Mil t / Thousand Tonnes),2016_ago,1139.855,2016,ago
(US$ Milhões / US$ Millions),2016_ago,556.0,2016,ago
Laminados / Rolled Products,2016_ago,109.518,2016,ago
Planos / Flat Products,2016_ago,70.813,2016,ago
Longos / Long Products,2016_ago,38.705,2016,ago
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_ago,0.372,2016,ago
Total (Mil t / Thousand Tonnes),2016_ago,109.89,2016,ago
(US$ Milhões / US$ Millions),2016_ago,123.0,2016,ago
Consumo Aparente / Apparent Consumption (***),2016_ago,1615.748,2016,ago
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2016_ago,936.017,2016,ago
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2016_ago,679.731,2016,ago
Aço Bruto / Crude Steel,2016_set,2788.269,2016,set
Laminados / Rolled Products (*),2016_set,1827.894,2016,set
Planos / Flat Products,2016_set,1088.556,2016,set
Longos / Long Products,2016_set,739.338,2016,set
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2016_set,803.311,2016,set
Placas / Slabs,2016_set,717.527,2016,set
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_set,85.784,2016,set
Ferro-Gusa / Pig Iron,2016_set,2296.826,2016,set
Vendas Internas / Domestic Sales (*),2016_set,1504.012,2016,set
Laminados / Rolled Products,2016_set,1454.176,2016,set
Planos / Flat Products,2016_set,859.481,2016,set
Longos / Long Products,2016_set,594.695,2016,set
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_set,49.836,2016,set
Placas / Slabs,2016_set,19.551,2016,set
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_set,30.285,2016,set
Vendas Externas / Foreign Market (**),2016_set,1157.016,2016,set
Laminados / Rolled Products,2016_set,467.783,2016,set
Planos / Flat Products,2016_set,321.096,2016,set
Longos / Long Products,2016_set,146.687,2016,set
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_set,689.2330000000001,2016,set
Placas / Slabs,2016_set,630.057,2016,set
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_set,59.176,2016,set
Laminados / Rolled Products,2016_set,526.127,2016,set
Planos / Flat Products,2016_set,385.029,2016,set
Longos / Long Products,2016_set,141.09799999999998,2016,set
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_set,820.418,2016,set
Placas / Slabs,2016_set,800.741,2016,set
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_set,19.677,2016,set
Total (Mil t / Thousand Tonnes),2016_set,1346.545,2016,set
(US$ Milhões / US$ Millions),2016_set,620.0,2016,set
Laminados / Rolled Products,2016_set,152.007,2016,set
Planos / Flat Products,2016_set,89.87599999999999,2016,set
Longos / Long Products,2016_set,62.131,2016,set
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_set,53.887,2016,set
Total (Mil t / Thousand Tonnes),2016_set,205.894,2016,set
(US$ Milhões / US$ Millions),2016_set,158.0,2016,set
Consumo Aparente / Apparent Consumption (***),2016_set,1657.636,2016,set
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2016_set,969.391,2016,set
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2016_set,688.245,2016,set
Aço Bruto / Crude Steel,2016_out,2966.38,2016,out
Laminados / Rolled Products (*),2016_out,1953.0349999999999,2016,out
Planos / Flat Products,2016_out,1191.252,2016,out
Longos / Long Products,2016_out,761.783,2016,out
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2016_out,824.806,2016,out
Placas / Slabs,2016_out,708.99,2016,out
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_out,115.816,2016,out
Ferro-Gusa / Pig Iron,2016_out,2482.535,2016,out
Vendas Internas / Domestic Sales (*),2016_out,1409.714,2016,out
Laminados / Rolled Products,2016_out,1372.437,2016,out
Planos / Flat Products,2016_out,837.564,2016,out
Longos / Long Products,2016_out,534.873,2016,out
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_out,37.277,2016,out
Placas / Slabs,2016_out,9.402,2016,out
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_out,27.875,2016,out
Vendas Externas / Foreign Market (**),2016_out,1052.01,2016,out
Laminados / Rolled Products,2016_out,313.28499999999997,2016,out
Planos / Flat Products,2016_out,175.115,2016,out
Longos / Long Products,2016_out,138.17,2016,out
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_out,738.725,2016,out
Placas / Slabs,2016_out,644.884,2016,out
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_out,93.841,2016,out
Laminados / Rolled Products,2016_out,289.98300000000006,2016,out
Planos / Flat Products,2016_out,156.10300000000004,2016,out
Longos / Long Products,2016_out,133.88,2016,out
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_out,641.432,2016,out
Placas / Slabs,2016_out,613.088,2016,out
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_out,28.344,2016,out
Total (Mil t / Thousand Tonnes),2016_out,931.4150000000001,2016,out
(US$ Milhões / US$ Millions),2016_out,409.0,2016,out
Laminados / Rolled Products,2016_out,215.61199999999997,2016,out
Planos / Flat Products,2016_out,165.69199999999998,2016,out
Longos / Long Products,2016_out,49.92,2016,out
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_out,66.575,2016,out
Total (Mil t / Thousand Tonnes),2016_out,282.18699999999995,2016,out
(US$ Milhões / US$ Millions),2016_out,181.0,2016,out
Consumo Aparente / Apparent Consumption (***),2016_out,1640.345,2016,out
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2016_out,1013.425,2016,out
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2016_out,626.9200000000001,2016,out
Aço Bruto / Crude Steel,2016_nov,2672.537,2016,nov
Laminados / Rolled Products (*),2016_nov,1793.637,2016,nov
Planos / Flat Products,2016_nov,1110.676,2016,nov
Longos / Long Products,2016_nov,682.961,2016,nov
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2016_nov,732.0590000000001,2016,nov
Placas / Slabs,2016_nov,589.33,2016,nov
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_nov,142.729,2016,nov
Ferro-Gusa / Pig Iron,2016_nov,2320.969,2016,nov
Vendas Internas / Domestic Sales (*),2016_nov,1385.566,2016,nov
Laminados / Rolled Products,2016_nov,1345.973,2016,nov
Planos / Flat Products,2016_nov,812.7570000000001,2016,nov
Longos / Long Products,2016_nov,533.216,2016,nov
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_nov,39.593,2016,nov
Placas / Slabs,2016_nov,6.832,2016,nov
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_nov,32.761,2016,nov
Vendas Externas / Foreign Market (**),2016_nov,1159.755,2016,nov
Laminados / Rolled Products,2016_nov,437.932,2016,nov
Planos / Flat Products,2016_nov,302.327,2016,nov
Longos / Long Products,2016_nov,135.605,2016,nov
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_nov,721.823,2016,nov
Placas / Slabs,2016_nov,612.164,2016,nov
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_nov,109.659,2016,nov
Laminados / Rolled Products,2016_nov,400.934,2016,nov
Planos / Flat Products,2016_nov,244.645,2016,nov
Longos / Long Products,2016_nov,156.28900000000002,2016,nov
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_nov,737.669,2016,nov
Placas / Slabs,2016_nov,703.475,2016,nov
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_nov,34.194,2016,nov
Total (Mil t / Thousand Tonnes),2016_nov,1138.603,2016,nov
(US$ Milhões / US$ Millions),2016_nov,488.0,2016,nov
Laminados / Rolled Products,2016_nov,191.425,2016,nov
Planos / Flat Products,2016_nov,117.711,2016,nov
Longos / Long Products,2016_nov,73.714,2016,nov
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_nov,36.486,2016,nov
Total (Mil t / Thousand Tonnes),2016_nov,227.911,2016,nov
(US$ Milhões / US$ Millions),2016_nov,172.0,2016,nov
Consumo Aparente / Apparent Consumption (***),2016_nov,1577.741,2016,nov
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2016_nov,937.401,2016,nov
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2016_nov,640.34,2016,nov
Aço Bruto / Crude Steel,2016_dez,2404.2039999999997,2016,dez
Laminados / Rolled Products (*),2016_dez,1415.476,2016,dez
Planos / Flat Products,2016_dez,1025.699,2016,dez
Longos / Long Products,2016_dez,389.777,2016,dez
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2016_dez,1090.1000000000001,2016,dez
Placas / Slabs,2016_dez,849.44,2016,dez
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_dez,240.66,2016,dez
Ferro-Gusa / Pig Iron,2016_dez,2214.319,2016,dez
Vendas Internas / Domestic Sales (*),2016_dez,1270.348,2016,dez
Laminados / Rolled Products,2016_dez,1245.149,2016,dez
Planos / Flat Products,2016_dez,744.842,2016,dez
Longos / Long Products,2016_dez,500.30699999999996,2016,dez
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_dez,25.199,2016,dez
Placas / Slabs,2016_dez,8.457,2016,dez
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_dez,16.742,2016,dez
Vendas Externas / Foreign Market (**),2016_dez,1527.016,2016,dez
Laminados / Rolled Products,2016_dez,543.894,2016,dez
Planos / Flat Products,2016_dez,366.585,2016,dez
Longos / Long Products,2016_dez,177.309,2016,dez
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_dez,983.122,2016,dez
Placas / Slabs,2016_dez,784.621,2016,dez
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_dez,198.501,2016,dez
Laminados / Rolled Products,2016_dez,512.228,2016,dez
Planos / Flat Products,2016_dez,335.07099999999997,2016,dez
Longos / Long Products,2016_dez,177.157,2016,dez
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_dez,782.5219999999999,2016,dez
Placas / Slabs,2016_dez,697.627,2016,dez
"Blocos e Tarugos / Ingots, Blooms and Billets",2016_dez,84.895,2016,dez
Total (Mil t / Thousand Tonnes),2016_dez,1294.75,2016,dez
(US$ Milhões / US$ Millions),2016_dez,569.0,2016,dez
Laminados / Rolled Products,2016_dez,148.904,2016,dez
Planos / Flat Products,2016_dez,107.329,2016,dez
Longos / Long Products,2016_dez,41.575,2016,dez
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2016_dez,51.829,2016,dez
Total (Mil t / Thousand Tonnes),2016_dez,200.733,2016,dez
(US$ Milhões / US$ Millions),2016_dez,152.0,2016,dez
Consumo Aparente / Apparent Consumption (***),2016_dez,1420.621,2016,dez
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2016_dez,861.306,2016,dez
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2016_dez,559.315,2016,dez
Aço Bruto / Crude Steel,2017_jan,2868.134,2017,jan
Laminados / Rolled Products (*),2017_jan,1798.843,2017,jan
Planos / Flat Products,2017_jan,1056.034,2017,jan
Longos / Long Products,2017_jan,742.809,2017,jan
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2017_jan,780.288,2017,jan
Placas / Slabs,2017_jan,705.1,2017,jan
"Blocos e Tarugos / Ingots, Blooms and Billets",2017_jan,75.188,2017,jan
Ferro-Gusa / Pig Iron,2017_jan,2293.366,2017,jan
Vendas Internas / Domestic Sales (*),2017_jan,1264.586,2017,jan
Laminados / Rolled Products,2017_jan,1241.754,2017,jan
Planos / Flat Products,2017_jan,738.831,2017,jan
Longos / Long Products,2017_jan,502.923,2017,jan
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2017_jan,22.832,2017,jan
Placas / Slabs,2017_jan,12.337,2017,jan
"Blocos e Tarugos / Ingots, Blooms and Billets",2017_jan,10.495,2017,jan
Vendas Externas / Foreign Market (**),2017_jan,1030.124,2017,jan
Laminados / Rolled Products,2017_jan,302.685,2017,jan
Planos / Flat Products,2017_jan,216.922,2017,jan
Longos / Long Products,2017_jan,85.763,2017,jan
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2017_jan,727.439,2017,jan
Placas / Slabs,2017_jan,682.228,2017,jan
"Blocos e Tarugos / Ingots, Blooms and Billets",2017_jan,45.211,2017,jan
Laminados / Rolled Products,2017_jan,422.847,2017,jan
Planos / Flat Products,2017_jan,286.4,2017,jan
Longos / Long Products,2017_jan,136.447,2017,jan
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2017_jan,841.551,2017,jan
Placas / Slabs,2017_jan,821.657,2017,jan
"Blocos e Tarugos / Ingots, Blooms and Billets",2017_jan,19.894,2017,jan
Total (Mil t / Thousand Tonnes),2017_jan,1264.3980000000001,2017,jan
(US$ Milhões / US$ Millions),2017_jan,563.0,2017,jan
Laminados / Rolled Products,2017_jan,206.907,2017,jan
Planos / Flat Products,2017_jan,152.454,2017,jan
Longos / Long Products,2017_jan,54.453,2017,jan
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2017_jan,1.583,2017,jan
Total (Mil t / Thousand Tonnes),2017_jan,208.49,2017,jan
(US$ Milhões / US$ Millions),2017_jan,174.0,2017,jan
Consumo Aparente / Apparent Consumption (***),2017_jan,1473.94,2017,jan
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2017_jan,904.897,2017,jan
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2017_jan,569.043,2017,jan
Aço Bruto / Crude Steel,2017_fev,2611.5260000000003,2017,fev
Laminados / Rolled Products (*),2017_fev,1722.313,2017,fev
Planos / Flat Products,2017_fev,1028.093,2017,fev
Longos / Long Products,2017_fev,694.22,2017,fev
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2017_fev,698.168,2017,fev
Placas / Slabs,2017_fev,592.944,2017,fev
"Blocos e Tarugos / Ingots, Blooms and Billets",2017_fev,105.224,2017,fev
Ferro-Gusa / Pig Iron,2017_fev,2073.46,2017,fev
Vendas Internas / Domestic Sales (*),2017_fev,1271.493,2017,fev
Laminados / Rolled Products,2017_fev,1246.291,2017,fev
Planos / Flat Products,2017_fev,708.367,2017,fev
Longos / Long Products,2017_fev,537.924,2017,fev
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2017_fev,25.201999999999998,2017,fev
Placas / Slabs,2017_fev,13.119,2017,fev
"Blocos e Tarugos / Ingots, Blooms and Billets",2017_fev,12.083,2017,fev
Vendas Externas / Foreign Market (**),2017_fev,1125.821,2017,fev
Laminados / Rolled Products,2017_fev,366.112,2017,fev
Planos / Flat Products,2017_fev,223.764,2017,fev
Longos / Long Products,2017_fev,142.348,2017,fev
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2017_fev,759.709,2017,fev
Placas / Slabs,2017_fev,664.655,2017,fev
"Blocos e Tarugos / Ingots, Blooms and Billets",2017_fev,95.054,2017,fev
Laminados / Rolled Products,2017_fev,350.747,2017,fev
Planos / Flat Products,2017_fev,222.769,2017,fev
Longos / Long Products,2017_fev,127.97800000000001,2017,fev
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2017_fev,822.6039999999999,2017,fev
Placas / Slabs,2017_fev,745.184,2017,fev
"Blocos e Tarugos / Ingots, Blooms and Billets",2017_fev,77.42,2017,fev
Total (Mil t / Thousand Tonnes),2017_fev,1173.3509999999999,2017,fev
(US$ Milhões / US$ Millions),2017_fev,556.0,2017,fev
Laminados / Rolled Products,2017_fev,161.02,2017,fev
Planos / Flat Products,2017_fev,81.411,2017,fev
Longos / Long Products,2017_fev,79.60900000000001,2017,fev
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2017_fev,0.175,2017,fev
Total (Mil t / Thousand Tonnes),2017_fev,161.19500000000002,2017,fev
(US$ Milhões / US$ Millions),2017_fev,132.0,2017,fev
Consumo Aparente / Apparent Consumption (***),2017_fev,1432.82,2017,fev
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2017_fev,803.185,2017,fev
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2017_fev,629.635,2017,fev
Aço Bruto / Crude Steel,2017_mar,2887.216,2017,mar
Laminados / Rolled Products (*),2017_mar,1962.526,2017,mar
Planos / Flat Products,2017_mar,1192.65,2017,mar
Longos / Long Products,2017_mar,769.876,2017,mar
