produto,ano_mes,volume,ano,mes
Planos / Flat Products,2019_jun,1061.634,2019,jun
Longos / Long Products,2019_jun,739.38,2019,jun
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2019_jun,846.6070000000001,2019,jun
Placas / Slabs,2019_jun,737.378,2019,jun
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_jun,109.229,2019,jun
Ferro-Gusa / Pig Iron,2019_jun,2277.06,2019,jun
Vendas Internas / Domestic Sales (*),2019_jun,1578.172,2019,jun
Laminados / Rolled Products,2019_jun,1540.0430000000001,2019,jun
Planos / Flat Products,2019_jun,933.434,2019,jun
Longos / Long Products,2019_jun,606.609,2019,jun
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_jun,38.129000000000005,2019,jun
Placas / Slabs,2019_jun,20.719,2019,jun
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_jun,17.41,2019,jun
Vendas Externas / Foreign Market (**),2019_jun,1241.5500000000002,2019,jun
Laminados / Rolled Products,2019_jun,388.788,2019,jun
Planos / Flat Products,2019_jun,185.785,2019,jun
Longos / Long Products,2019_jun,203.003,2019,jun
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_jun,852.7620000000001,2019,jun
Placas / Slabs,2019_jun,777.412,2019,jun
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_jun,75.35,2019,jun
Laminados / Rolled Products,2019_jun,379.10299999999995,2019,jun
Planos / Flat Products,2019_jun,226.89999999999998,2019,jun
Longos / Long Products,2019_jun,152.203,2019,jun
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_jun,720.153,2019,jun
Placas / Slabs,2019_jun,717.165,2019,jun
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_jun,2.988,2019,jun
Total (Mil t / Thousand Tonnes),2019_jun,1099.2559999999999,2019,jun
(US$ Milhões / US$ Millions),2019_jun,685.512,2019,jun
Laminados / Rolled Products,2019_jun,166.414,2019,jun
Planos / Flat Products,2019_jun,94.824,2019,jun
Longos / Long Products,2019_jun,71.59,2019,jun
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_jun,1.251,2019,jun
Total (Mil t / Thousand Tonnes),2019_jun,167.665,2019,jun
(US$ Milhões / US$ Millions),2019_jun,180.271,2019,jun
Consumo Aparente / Apparent Consumption (***),2019_jun,1746.0330000000001,2019,jun
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2019_jun,1049.394,2019,jun
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2019_jun,696.6390000000001,2019,jun
Aço Bruto / Crude Steel,2019_jul,2504.754,2019,jul
Laminados / Rolled Products (*),2019_jul,1894.3120000000001,2019,jul
Planos / Flat Products,2019_jul,1163.343,2019,jul
Longos / Long Products,2019_jul,730.969,2019,jul
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2019_jul,709.405,2019,jul
Placas / Slabs,2019_jul,605.553,2019,jul
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_jul,103.852,2019,jul
Ferro-Gusa / Pig Iron,2019_jul,1879.477,2019,jul
Vendas Internas / Domestic Sales (*),2019_jul,1564.081,2019,jul
Laminados / Rolled Products,2019_jul,1538.126,2019,jul
Planos / Flat Products,2019_jul,877.856,2019,jul
Longos / Long Products,2019_jul,660.27,2019,jul
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_jul,25.955,2019,jul
Placas / Slabs,2019_jul,14.361,2019,jul
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_jul,11.594,2019,jul
Vendas Externas / Foreign Market (**),2019_jul,864.672,2019,jul
Laminados / Rolled Products,2019_jul,225.19,2019,jul
Planos / Flat Products,2019_jul,66.706,2019,jul
Longos / Long Products,2019_jul,158.484,2019,jul
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_jul,639.482,2019,jul
Placas / Slabs,2019_jul,551.866,2019,jul
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_jul,87.616,2019,jul
Laminados / Rolled Products,2019_jul,267.276,2019,jul
Planos / Flat Products,2019_jul,96.153,2019,jul
Longos / Long Products,2019_jul,171.12300000000002,2019,jul
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_jul,732.324,2019,jul
Placas / Slabs,2019_jul,705.64,2019,jul
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_jul,26.684,2019,jul
Total (Mil t / Thousand Tonnes),2019_jul,999.5999999999999,2019,jul
(US$ Milhões / US$ Millions),2019_jul,582.047,2019,jul
Laminados / Rolled Products,2019_jul,199.307,2019,jul
Planos / Flat Products,2019_jul,128.545,2019,jul
Longos / Long Products,2019_jul,70.762,2019,jul
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_jul,1.861,2019,jul
Total (Mil t / Thousand Tonnes),2019_jul,201.16799999999998,2019,jul
(US$ Milhões / US$ Millions),2019_jul,220.66,2019,jul
Consumo Aparente / Apparent Consumption (***),2019_jul,1761.184,2019,jul
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2019_jul,1020.933,2019,jul
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2019_jul,740.251,2019,jul
Aço Bruto / Crude Steel,2019_ago,2536.573,2019,ago
Laminados / Rolled Products (*),2019_ago,1895.4430000000002,2019,ago
Planos / Flat Products,2019_ago,1087.796,2019,ago
Longos / Long Products,2019_ago,807.647,2019,ago
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2019_ago,604.466,2019,ago
Placas / Slabs,2019_ago,522.745,2019,ago
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_ago,81.721,2019,ago
Ferro-Gusa / Pig Iron,2019_ago,1926.313,2019,ago
Vendas Internas / Domestic Sales (*),2019_ago,1637.925,2019,ago
Laminados / Rolled Products,2019_ago,1615.588,2019,ago
Planos / Flat Products,2019_ago,935.818,2019,ago
Longos / Long Products,2019_ago,679.77,2019,ago
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_ago,22.337,2019,ago
Placas / Slabs,2019_ago,11.118,2019,ago
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_ago,11.219,2019,ago
Vendas Externas / Foreign Market (**),2019_ago,1013.0659999999999,2019,ago
Laminados / Rolled Products,2019_ago,328.188,2019,ago
Planos / Flat Products,2019_ago,174.589,2019,ago
Longos / Long Products,2019_ago,153.599,2019,ago
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_ago,684.8779999999999,2019,ago
Placas / Slabs,2019_ago,607.473,2019,ago
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_ago,77.405,2019,ago
Laminados / Rolled Products,2019_ago,273.971,2019,ago
Planos / Flat Products,2019_ago,111.68199999999999,2019,ago
Longos / Long Products,2019_ago,162.28900000000002,2019,ago
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_ago,643.125,2019,ago
Placas / Slabs,2019_ago,616.41,2019,ago
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_ago,26.715,2019,ago
Total (Mil t / Thousand Tonnes),2019_ago,917.096,2019,ago
(US$ Milhões / US$ Millions),2019_ago,537.597,2019,ago
Laminados / Rolled Products,2019_ago,181.831,2019,ago
Planos / Flat Products,2019_ago,120.10399999999998,2019,ago
Longos / Long Products,2019_ago,61.727000000000004,2019,ago
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_ago,68.985,2019,ago
Total (Mil t / Thousand Tonnes),2019_ago,250.81599999999997,2019,ago
(US$ Milhões / US$ Millions),2019_ago,231.475,2019,ago
Consumo Aparente / Apparent Consumption (***),2019_ago,1830.5520000000001,2019,ago
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2019_ago,1066.303,2019,ago
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2019_ago,764.249,2019,ago
Aço Bruto / Crude Steel,2019_set,2394.487,2019,set
Laminados / Rolled Products (*),2019_set,1969.295,2019,set
Planos / Flat Products,2019_set,1166.646,2019,set
Longos / Long Products,2019_set,802.649,2019,set
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2019_set,670.175,2019,set
Placas / Slabs,2019_set,561.404,2019,set
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_set,108.771,2019,set
Ferro-Gusa / Pig Iron,2019_set,1906.233,2019,set
Vendas Internas / Domestic Sales (*),2019_set,1612.146,2019,set
Laminados / Rolled Products,2019_set,1592.627,2019,set
Planos / Flat Products,2019_set,913.579,2019,set
Longos / Long Products,2019_set,679.048,2019,set
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_set,19.519,2019,set
Placas / Slabs,2019_set,8.897,2019,set
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_set,10.622,2019,set
Vendas Externas / Foreign Market (**),2019_set,1018.0459999999999,2019,set
Laminados / Rolled Products,2019_set,364.56399999999996,2019,set
Planos / Flat Products,2019_set,216.926,2019,set
Longos / Long Products,2019_set,147.638,2019,set
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_set,653.482,2019,set
Placas / Slabs,2019_set,549.598,2019,set
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_set,103.884,2019,set
Laminados / Rolled Products,2019_set,371.43000000000006,2019,set
Planos / Flat Products,2019_set,236.69600000000003,2019,set
Longos / Long Products,2019_set,134.734,2019,set
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_set,584.0759999999999,2019,set
Placas / Slabs,2019_set,538.483,2019,set
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_set,45.593,2019,set
Total (Mil t / Thousand Tonnes),2019_set,955.506,2019,set
(US$ Milhões / US$ Millions),2019_set,522.876,2019,set
Laminados / Rolled Products,2019_set,182.094,2019,set
Planos / Flat Products,2019_set,114.555,2019,set
Longos / Long Products,2019_set,67.539,2019,set
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_set,2.3529999999999998,2019,set
Total (Mil t / Thousand Tonnes),2019_set,184.447,2019,set
(US$ Milhões / US$ Millions),2019_set,210.793,2019,set
Consumo Aparente / Apparent Consumption (***),2019_set,1797.115,2019,set
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2019_set,1037.632,2019,set
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2019_set,759.483,2019,set
Aço Bruto / Crude Steel,2019_out,2690.47,2019,out
Laminados / Rolled Products (*),2019_out,1886.739,2019,out
Planos / Flat Products,2019_out,1058.362,2019,out
Longos / Long Products,2019_out,828.377,2019,out
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2019_out,619.138,2019,out
Placas / Slabs,2019_out,551.69,2019,out
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_out,67.448,2019,out
Ferro-Gusa / Pig Iron,2019_out,2193.394,2019,out
Vendas Internas / Domestic Sales (*),2019_out,1653.774,2019,out
Laminados / Rolled Products,2019_out,1639.5549999999998,2019,out
Planos / Flat Products,2019_out,956.189,2019,out
Longos / Long Products,2019_out,683.366,2019,out
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_out,14.219000000000001,2019,out
Placas / Slabs,2019_out,6.066,2019,out
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_out,8.153,2019,out
Vendas Externas / Foreign Market (**),2019_out,928.722,2019,out
Laminados / Rolled Products,2019_out,384.351,2019,out
Planos / Flat Products,2019_out,252.901,2019,out
Longos / Long Products,2019_out,131.45,2019,out
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_out,544.371,2019,out
Placas / Slabs,2019_out,495.284,2019,out
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_out,49.087,2019,out
Laminados / Rolled Products,2019_out,423.0179999999999,2019,out
Planos / Flat Products,2019_out,261.19199999999995,2019,out
Longos / Long Products,2019_out,161.826,2019,out
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_out,721.413,2019,out
Placas / Slabs,2019_out,699.792,2019,out
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_out,21.621,2019,out
Total (Mil t / Thousand Tonnes),2019_out,1144.431,2019,out
(US$ Milhões / US$ Millions),2019_out,603.985,2019,out
Laminados / Rolled Products,2019_out,208.66899999999998,2019,out
Planos / Flat Products,2019_out,155.94,2019,out
Longos / Long Products,2019_out,52.729,2019,out
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_out,0.919,2019,out
Total (Mil t / Thousand Tonnes),2019_out,209.588,2019,out
(US$ Milhões / US$ Millions),2019_out,218.645,2019,out
Consumo Aparente / Apparent Consumption (***),2019_out,1864.047,2019,out
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2019_out,1119.022,2019,out
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2019_out,745.025,2019,out
Aço Bruto / Crude Steel,2019_nov,2656.803,2019,nov
Laminados / Rolled Products (*),2019_nov,1774.3980000000001,2019,nov
Planos / Flat Products,2019_nov,1015.708,2019,nov
Longos / Long Products,2019_nov,758.69,2019,nov
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2019_nov,784.755,2019,nov
Placas / Slabs,2019_nov,712.789,2019,nov
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_nov,71.966,2019,nov
Ferro-Gusa / Pig Iron,2019_nov,2179.277,2019,nov
Vendas Internas / Domestic Sales (*),2019_nov,1623.963,2019,nov
Laminados / Rolled Products,2019_nov,1604.529,2019,nov
Planos / Flat Products,2019_nov,929.722,2019,nov
Longos / Long Products,2019_nov,674.807,2019,nov
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_nov,19.434,2019,nov
Placas / Slabs,2019_nov,11.737,2019,nov
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_nov,7.697,2019,nov
Vendas Externas / Foreign Market (**),2019_nov,1024.359,2019,nov
Laminados / Rolled Products,2019_nov,247.84500000000003,2019,nov
Planos / Flat Products,2019_nov,158.997,2019,nov
Longos / Long Products,2019_nov,88.848,2019,nov
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_nov,776.514,2019,nov
Placas / Slabs,2019_nov,721.504,2019,nov
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_nov,55.01,2019,nov
Laminados / Rolled Products,2019_nov,293.536,2019,nov
Planos / Flat Products,2019_nov,196.869,2019,nov
Longos / Long Products,2019_nov,96.667,2019,nov
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_nov,795.56,2019,nov
Placas / Slabs,2019_nov,785.328,2019,nov
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_nov,10.232,2019,nov
Total (Mil t / Thousand Tonnes),2019_nov,1089.096,2019,nov
(US$ Milhões / US$ Millions),2019_nov,543.473,2019,nov
Laminados / Rolled Products,2019_nov,125.72800000000001,2019,nov
Planos / Flat Products,2019_nov,77.093,2019,nov
Longos / Long Products,2019_nov,48.635000000000005,2019,nov
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_nov,2.317,2019,nov
Total (Mil t / Thousand Tonnes),2019_nov,128.04500000000002,2019,nov
(US$ Milhões / US$ Millions),2019_nov,156.337,2019,nov
Consumo Aparente / Apparent Consumption (***),2019_nov,1752.141,2019,nov
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2019_nov,1018.811,2019,nov
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2019_nov,733.33,2019,nov
Aço Bruto / Crude Steel,2019_dez,2461.766,2019,dez
Laminados / Rolled Products (*),2019_dez,1482.443,2019,dez
Planos / Flat Products,2019_dez,941.227,2019,dez
Longos / Long Products,2019_dez,541.216,2019,dez
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2019_dez,872.904,2019,dez
Placas / Slabs,2019_dez,723.3,2019,dez
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_dez,149.604,2019,dez
Ferro-Gusa / Pig Iron,2019_dez,2232.93,2019,dez
Vendas Internas / Domestic Sales (*),2019_dez,1427.462,2019,dez
Laminados / Rolled Products,2019_dez,1409.594,2019,dez
Planos / Flat Products,2019_dez,848.7810000000001,2019,dez
Longos / Long Products,2019_dez,560.813,2019,dez
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_dez,17.868000000000002,2019,dez
Placas / Slabs,2019_dez,7.391,2019,dez
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_dez,10.477,2019,dez
Vendas Externas / Foreign Market (**),2019_dez,1174.968,2019,dez
Laminados / Rolled Products,2019_dez,248.425,2019,dez
Planos / Flat Products,2019_dez,120.441,2019,dez
Longos / Long Products,2019_dez,127.984,2019,dez
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_dez,926.543,2019,dez
Placas / Slabs,2019_dez,757.66,2019,dez
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_dez,168.883,2019,dez
Laminados / Rolled Products,2019_dez,225.013,2019,dez
Planos / Flat Products,2019_dez,104.718,2019,dez
Longos / Long Products,2019_dez,120.295,2019,dez
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_dez,784.523,2019,dez
Placas / Slabs,2019_dez,740.874,2019,dez
"Blocos e Tarugos / Ingots, Blooms and Billets",2019_dez,43.649,2019,dez
Total (Mil t / Thousand Tonnes),2019_dez,1009.5360000000001,2019,dez
(US$ Milhões / US$ Millions),2019_dez,501.933,2019,dez
Laminados / Rolled Products,2019_dez,132.611,2019,dez
Planos / Flat Products,2019_dez,81.006,2019,dez
Longos / Long Products,2019_dez,51.605,2019,dez
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2019_dez,0.733,2019,dez
Total (Mil t / Thousand Tonnes),2019_dez,133.344,2019,dez
(US$ Milhões / US$ Millions),2019_dez,147.825,2019,dez
Consumo Aparente / Apparent Consumption (***),2019_dez,1560.7060000000001,2019,dez
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2019_dez,937.183,2019,dez
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2019_dez,623.523,2019,dez
Aço Bruto / Crude Steel,2020_jan,2740.451,2020,jan
Laminados / Rolled Products (*),2020_jan,2042.982,2020,jan
Planos / Flat Products,2020_jan,1225.067,2020,jan
Longos / Long Products,2020_jan,817.915,2020,jan
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2020_jan,605.023,2020,jan
Placas / Slabs,2020_jan,582.51,2020,jan
"Blocos e Tarugos / Ingots, Blooms and Billets",2020_jan,22.513,2020,jan
Ferro-Gusa / Pig Iron,2020_jan,2184.244,2020,jan
Vendas Internas / Domestic Sales (*),2020_jan,1546.72,2020,jan
Laminados / Rolled Products,2020_jan,1525.173,2020,jan
Planos / Flat Products,2020_jan,900.561,2020,jan
Longos / Long Products,2020_jan,624.612,2020,jan
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2020_jan,21.547,2020,jan
Placas / Slabs,2020_jan,10.614,2020,jan
"Blocos e Tarugos / Ingots, Blooms and Billets",2020_jan,10.933,2020,jan
Vendas Externas / Foreign Market (**),2020_jan,787.3530000000001,2020,jan
Laminados / Rolled Products,2020_jan,212.87,2020,jan
Planos / Flat Products,2020_jan,147.927,2020,jan
Longos / Long Products,2020_jan,64.943,2020,jan
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2020_jan,574.4830000000001,2020,jan
Placas / Slabs,2020_jan,562.413,2020,jan
"Blocos e Tarugos / Ingots, Blooms and Billets",2020_jan,12.07,2020,jan
Laminados / Rolled Products,2020_jan,252.651,2020,jan
Planos / Flat Products,2020_jan,131.876,2020,jan
Longos / Long Products,2020_jan,120.77499999999999,2020,jan
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2020_jan,841.324,2020,jan
Placas / Slabs,2020_jan,831.448,2020,jan
"Blocos e Tarugos / Ingots, Blooms and Billets",2020_jan,9.876,2020,jan
Total (Mil t / Thousand Tonnes),2020_jan,1093.975,2020,jan
(US$ Milhões / US$ Millions),2020_jan,525.605,2020,jan
Laminados / Rolled Products,2020_jan,229.25499999999997,2020,jan
Planos / Flat Products,2020_jan,148.17899999999997,2020,jan
Longos / Long Products,2020_jan,81.076,2020,jan
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2020_jan,0.499,2020,jan
Total (Mil t / Thousand Tonnes),2020_jan,229.75399999999996,2020,jan
(US$ Milhões / US$ Millions),2020_jan,231.293,2020,jan
Consumo Aparente / Apparent Consumption (***),2020_jan,1777.397,2020,jan
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2020_jan,1060.483,2020,jan
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2020_jan,716.914,2020,jan
Aço Bruto / Crude Steel,2020_fev,2772.437,2020,fev
Laminados / Rolled Products (*),2020_fev,1898.458,2020,fev
Planos / Flat Products,2020_fev,1092.903,2020,fev
Longos / Long Products,2020_fev,805.555,2020,fev
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2020_fev,711.6410000000001,2020,fev
Placas / Slabs,2020_fev,689.522,2020,fev
"Blocos e Tarugos / Ingots, Blooms and Billets",2020_fev,22.119,2020,fev
Ferro-Gusa / Pig Iron,2020_fev,2171.414,2020,fev
Vendas Internas / Domestic Sales (*),2020_fev,1567.1200000000001,2020,fev
Laminados / Rolled Products,2020_fev,1538.104,2020,fev
Planos / Flat Products,2020_fev,895.2,2020,fev
Longos / Long Products,2020_fev,642.904,2020,fev
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2020_fev,29.016,2020,fev
Placas / Slabs,2020_fev,12.366,2020,fev
"Blocos e Tarugos / Ingots, Blooms and Billets",2020_fev,16.65,2020,fev
Vendas Externas / Foreign Market (**),2020_fev,914.328,2020,fev
Laminados / Rolled Products,2020_fev,233.198,2020,fev
Planos / Flat Products,2020_fev,135.181,2020,fev
Longos / Long Products,2020_fev,98.017,2020,fev
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2020_fev,681.13,2020,fev
Placas / Slabs,2020_fev,669.967,2020,fev
"Blocos e Tarugos / Ingots, Blooms and Billets",2020_fev,11.163,2020,fev
Laminados / Rolled Products,2020_fev,213.47000000000003,2020,fev
Planos / Flat Products,2020_fev,113.89800000000001,2020,fev
Longos / Long Products,2020_fev,99.572,2020,fev
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2020_fev,522.9330000000001,2020,fev
Placas / Slabs,2020_fev,516.094,2020,fev
"Blocos e Tarugos / Ingots, Blooms and Billets",2020_fev,6.839,2020,fev
Total (Mil t / Thousand Tonnes),2020_fev,736.4030000000001,2020,fev
(US$ Milhões / US$ Millions),2020_fev,379.241,2020,fev
Laminados / Rolled Products,2020_fev,148.123,2020,fev
Planos / Flat Products,2020_fev,92.50499999999998,2020,fev
Longos / Long Products,2020_fev,55.618,2020,fev
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2020_fev,2.733,2020,fev
Total (Mil t / Thousand Tonnes),2020_fev,150.856,2020,fev
(US$ Milhões / US$ Millions),2020_fev,165.399,2020,fev
Consumo Aparente / Apparent Consumption (***),2020_fev,1718.407,2020,fev
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2020_fev,1000.632,2020,fev
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2020_fev,717.775,2020,fev
Aço Bruto / Crude Steel,2020_mar,2722.125,2020,mar
Laminados / Rolled Products (*),2020_mar,1902.5589999999997,2020,mar
Planos / Flat Products,2020_mar,1081.677,2020,mar
Longos / Long Products,2020_mar,820.882,2020,mar
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2020_mar,749.038,2020,mar
Placas / Slabs,2020_mar,690.403,2020,mar
"Blocos e Tarugos / Ingots, Blooms and Billets",2020_mar,58.635,2020,mar
Ferro-Gusa / Pig Iron,2020_mar,2095.206,2020,mar
Vendas Internas / Domestic Sales (*),2020_mar,1511.75,2020,mar
Laminados / Rolled Products,2020_mar,1484.279,2020,mar
Planos / Flat Products,2020_mar,881.16,2020,mar
Longos / Long Products,2020_mar,603.119,2020,mar
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2020_mar,27.471,2020,mar
Placas / Slabs,2020_mar,15.863,2020,mar
"Blocos e Tarugos / Ingots, Blooms and Billets",2020_mar,11.608,2020,mar
Vendas Externas / Foreign Market (**),2020_mar,986.266,2020,mar
Laminados / Rolled Products,2020_mar,318.678,2020,mar
Planos / Flat Products,2020_mar,198.777,2020,mar
Longos / Long Products,2020_mar,119.901,2020,mar
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2020_mar,667.588,2020,mar
Placas / Slabs,2020_mar,618.209,2020,mar
"Blocos e Tarugos / Ingots, Blooms and Billets",2020_mar,49.379,2020,mar
Laminados / Rolled Products,2020_mar,431.73699999999997,2020,mar
Planos / Flat Products,2020_mar,308.532,2020,mar
Longos / Long Products,2020_mar,123.205,2020,mar
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2020_mar,950.04,2020,mar
Placas / Slabs,2020_mar,907.674,2020,mar
"Blocos e Tarugos / Ingots, Blooms and Billets",2020_mar,42.366,2020,mar
Total (Mil t / Thousand Tonnes),2020_mar,1381.777,2020,mar
(US$ Milhões / US$ Millions),2020_mar,717.525,2020,mar
Laminados / Rolled Products,2020_mar,142.131,2020,mar
Planos / Flat Products,2020_mar,94.947,2020,mar
Longos / Long Products,2020_mar,47.184,2020,mar
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2020_mar,1.349,2020,mar
Total (Mil t / Thousand Tonnes),2020_mar,143.48,2020,mar
(US$ Milhões / US$ Millions),2020_mar,176.614,2020,mar
Consumo Aparente / Apparent Consumption (***),2020_mar,1656.097,2020,mar
"Planos / Flat Products
(Inclui Placas / Included Slabs)",2020_mar,993.168,2020,mar
"Longos / Long Products
(Inclui Blocos e Tarugos / Included Ingots, Blooms and Billets)",2020_mar,662.929,2020,mar
Aço Bruto / Crude Steel,2020_abr,1929.293,2020,abr
Laminados / Rolled Products (*),2020_abr,1278.48,2020,abr
Planos / Flat Products,2020_abr,833.669,2020,abr
Longos / Long Products,2020_abr,444.811,2020,abr
"Semiacabados P/ Vendas /
Semifinished Products for Sale (*)",2020_abr,599.426,2020,abr
Placas / Slabs,2020_abr,570.774,2020,abr
"Blocos e Tarugos / Ingots, Blooms and Billets",2020_abr,28.652,2020,abr
Ferro-Gusa / Pig Iron,2020_abr,1763.846,2020,abr
Vendas Internas / Domestic Sales (*),2020_abr,991.46,2020,abr
Laminados / Rolled Products,2020_abr,975.364,2020,abr
Planos / Flat Products,2020_abr,499.961,2020,abr
Longos / Long Products,2020_abr,475.403,2020,abr
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2020_abr,16.096,2020,abr
Placas / Slabs,2020_abr,8.379,2020,abr
"Blocos e Tarugos / Ingots, Blooms and Billets",2020_abr,7.717,2020,abr
Vendas Externas / Foreign Market (**),2020_abr,733.8990000000001,2020,abr
Laminados / Rolled Products,2020_abr,213.074,2020,abr
Planos / Flat Products,2020_abr,129.048,2020,abr
Longos / Long Products,2020_abr,84.026,2020,abr
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2020_abr,520.825,2020,abr
Placas / Slabs,2020_abr,498.432,2020,abr
"Blocos e Tarugos / Ingots, Blooms and Billets",2020_abr,22.393,2020,abr
Laminados / Rolled Products,2020_abr,259.913,2020,abr
Planos / Flat Products,2020_abr,168.193,2020,abr
Longos / Long Products,2020_abr,91.72,2020,abr
"Semiacabados P/ Vendas /
Semifinished Products for Sale",2020_abr,620.4630000000001,2020,abr
Placas / Slabs,2020_abr,612.71,2020,abr
"Blocos e Tarugos / Ingots, Blooms and Billets",2020_abr,7.753,2020,abr
Total (Mil t / Thousand Tonnes),2020_abr,880.3760000000001,2020,abr
(US$ Milhões / US$ Millions),2020_abr,480.223,2020,abr
